MODEL,SUCCESS,CLUSTER_ID,CLUSTER_TITLE,CLUSTER_MESSAGES,CLUSTER_PARTICIPANTS,TOTAL_CLUSTERS,TOTAL_MESSAGES_CLUSTERED,DURATION_SECONDS,INPUT_TOKENS,OUTPUT_TOKENS,COST_PER_INPUT_TOKEN,COST_PER_OUTPUT_TOKEN,COST_PER_TOTAL_TOKEN,TOKEN_COST,MESSAGE_IDS
gemini-2.0-flash-lite,TRUE,14,GreenScape Sustainability Report - Data Visualization Development and Review,22,Devon; Sam; Leah; Jordan,15,300,14.15,25474,2740,7.5e-05,0.0003,9.685085418586517e-11,2.7325499999999998e-06,msg_443997;20205567-8813-1344-4392-613979242674;msg_383533;31709586-8698-3508-9310-946194187031;78328773-9023-2802-4165-637267284007;99750057-7536-1499-4318-445693734460;14079944-1221-2031-3605-351641854834;msg_984779;msg_245150;10091139-2368-1769-1897-293363543946;msg_200427;16848558-4970-7043-1995-602249881702;98443316-6591-8183-3333-590845914601;msg_910495;17597904-5663-3721-9886-900142575890;36056534-1272-4724-3648-986924085896;64423227-4052-5010-8393-886757306891;msg_492783;45989765-1649-4057-7814-422324171337;25447598-1788-8470-5231-659602737523;msg_907002;30886152-8639-7380-8213-842576763335
gemini-2.0-flash-lite,TRUE,15,UrbanEdge Market Research - Development and Compliance Review,22,Devon; Sam; Leah; Jordan,15,300,14.15,25474,2740,7.5e-05,0.0003,9.685085418586517e-11,2.7325499999999998e-06,msg_813285;58050816-1465-8269-2424-138535168365;msg_422171;99356364-2574-7494-8535-823422672388;msg_102591;76476887-9915-3785-2581-595925139119;msg_535732;msg_781567;msg_857543;75300968-5217-4982-4411-818292807285;msg_396555;81848409-7069-7629-1713-241764100175;50093873-9417-1713-5092-720465569109;39163409-9110-9238-8300-419917439632;47364946-5017-9577-8769-608778910783;23242125-4129-5147-2467-244928515476;12899437-7580-1673-7811-492632081773;97796933-6764-2283-7499-708224312193;70049461-7294-1770-4160-558943077312;42019475-2283-3929-4203-754599293010;62719248-6507-3742-9511-313655810085;37260056-5526-7569-6936-201737133975
gemini-2.0-flash-lite-001,TRUE,1,EcoBloom Summer Campaign - Initial Planning and Timeline,13,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,94443919-8183-3955-1378-569583861734;99276675-1745-7768-7160-173951283211;14327327-3263-6256-5329-975201016018;54563925-7223-9263-3659-817972714357;msg_368732;59922905-5409-5795-8040-863843285159;17473735-2553-5441-9509-586556176162;65715027-5432-8550-2935-249625715113;msg_900845;msg_290523;msg_866159;45340093-3257-7500-7286-805674836614;msg_258021
gemini-2.0-flash-lite-001,TRUE,2,FitFusion Rebranding Project - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,79067284-7694-3193-6129-559313723801;80278376-6209-6457-1220-699003434114;msg_148165;msg_591178;msg_798055;71388958-7468-7948-7533-320216312862;51947499-1664-6242-9323-387113959559;msg_371305;msg_753790;34067572-9517-1086-1707-486956832411;23283589-4117-3750-8741-501949893605;96139201-9529-2199-2237-622389582201;47177106-8236-2212-6222-371748164314;83872089-3395-6432-5836-708709779712;97957834-6032-6365-5428-104207718925
gemini-2.0-flash-lite-001,TRUE,3,TechNova Product Launch - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,34568421-7851-7980-8512-447901505923;msg_216198;92647414-2868-9409-4411-255638217018;31448134-7008-4631-4422-649121914491;64098085-4304-5012-3426-281445808693;53439617-8548-3590-3797-624084589746;97530295-3237-7027-8762-574453191797;msg_426155;msg_725443;msg_155698;msg_459575;90578045-2224-1417-4654-352954428882;msg_254417;msg_886213;25548966-3288-5417-8475-405569551950
gemini-2.0-flash-lite-001,TRUE,4,GreenScape Sustainability Report - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,msg_726833;msg_258304;msg_893141;63453213-1240-5844-7832-630726238597;15463531-3269-3224-8695-200532197088;40187697-5352-4902-5724-816568763084;68589123-6593-5188-1501-931705853055;msg_340607;msg_661112;msg_142028;23583344-6436-4227-3816-948279424351;40005079-8186-9423-6784-541028466295;msg_635517;16297309-2886-3203-3633-819057982270;38884102-4391-4861-6839-426175569375
gemini-2.0-flash-lite-001,TRUE,5,UrbanEdge Social Media Strategy - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,20865829-2392-2148-2906-683610310141;49088309-9954-2134-1950-933250765669;14508268-3399-4962-3906-102799125800;72635349-9880-4135-7792-293367672360;73760188-1965-8268-3649-654106550774;62137978-2481-7212-6118-315929779834;68529700-9592-9838-7736-513183443671;83789345-5485-6232-8719-985418065590;65065600-1877-6976-3517-748960708848;41387091-9007-7782-8365-375820829112;45694852-4839-5698-5953-987306562803;msg_181726;15973799-5910-8639-4378-252958617930;98748403-7239-4906-6747-239270838217;25746990-5512-2519-1012-755051869059
gemini-2.0-flash-lite-001,TRUE,6,EcoBloom Summer Campaign - Design Revisions and Feedback,15,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,msg_983826;26737561-3977-6404-1642-605183228916;msg_459726;85143467-3751-5786-4331-357197143183;msg_675491;58130665-4765-2423-7404-795680750424;msg_987877;47785190-4553-5954-8766-784932996714;35528110-6852-6421-9766-407167422622;49512036-1006-8606-7366-845497311934;80465232-1192-5267-2637-342526664206;19503813-6821-6435-5759-870787130864;64280501-8552-5749-5033-657421858606;20033616-1598-8668-7667-732526948405;msg_566703
gemini-2.0-flash-lite-001,TRUE,7,FitFusion Rebrand - Trademark Review and Tagline Selection,23,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,86431561-3687-6955-3469-476621815471;msg_624878;59446066-7744-9213-7783-711260876275;27608638-7522-6352-2536-217021016777;msg_628669;81791260-5975-3337-8073-645295102812;msg_461110;msg_145441;msg_795432;msg_662867;msg_648313;msg_363885;16464425-6108-7630-3443-102732176612;msg_476098;msg_627751;19909191-3207-8797-9881-778046766884;92317699-9432-9634-6252-543784134541;msg_206148;93274346-6157-6719-8897-873437454401;msg_116939;98495497-3300-4524-2769-336633745114;msg_111707;26400315-4842-4817-6312-358776018206
gemini-2.0-flash-lite-001,TRUE,8,Q3 Content Calendar Development and Finalization,25,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,30639483-5197-8507-1463-772930782851;29183013-3311-6500-1741-553333268220;84766525-5883-2725-9875-603325246196;msg_688678;12974384-8240-5117-6863-234097866327;msg_877687;93986176-3172-1296-9051-684906479732;33263981-7828-8497-5942-474977920978;48857088-7947-4869-2073-459290488793;99194844-3817-3155-1847-350420083674;87251134-8924-8038-8394-249638270665;60034230-7244-3874-4401-124679197932;msg_319564;84762816-5450-9992-9963-299830360275;msg_196062;msg_732909;25848389-8422-9963-3595-241310700297;66589265-6640-9636-7995-589121795438;msg_876434;msg_235367;25312779-8310-6536-6895-505647124656;msg_300527;36196400-8161-1209-6656-675907091703;60722319-6975-2927-5804-278667068964;msg_894983
gemini-2.0-flash-lite-001,TRUE,9,TechNova Product Launch - Budget Development and Finalization,31,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,msg_969410;31991742-8025-3572-3204-637098606113;32575806-8544-9401-2929-152806522113;55481954-3033-4492-1856-711047111694;msg_454331;msg_320639;19586326-5160-8085-9090-829624851358;26041407-1451-1864-6219-604666042410;59430556-3588-9877-2897-340814786555;16131487-6998-5786-6956-290634474806;43899419-3504-9987-7102-591570972648;78107390-1060-2013-5188-172911422768;99403753-8721-7188-8757-634350885756;msg_848992;59564814-4577-4412-8917-159344939386;50212423-3607-4173-8210-759344854158;18296544-4303-5001-5581-140231763182;37809893-6406-9751-2001-164650588649;msg_288051;msg_313226;67863195-6258-1251-5722-617518614286;msg_818677;87828498-6225-9996-4573-600815661485;41748821-2846-9105-4968-591522484828;90422917-3766-4690-3101-608400634544;45057322-9706-2171-6302-650858760637;15701192-7821-3012-1588-488067867886;70089581-5761-9677-6971-709689316500;30525984-7547-4006-1936-847696842963;52238527-9805-5806-9498-909137144066;53175645-7681-8140-9347-129057896511
gemini-2.0-flash-lite-001,TRUE,10,GreenScape Sustainability Report - Deadline Extension and Project Adjustments,29,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,msg_341492;26112839-4067-3116-7852-499187040578;31105990-5859-1197-6827-613493970940;msg_833831;21351509-2270-7608-3599-286604304270;17026481-9100-2145-5332-753839338664;msg_625648;msg_503646;22019335-8827-3822-9027-549529029702;91830615-5313-6196-6895-690758804011;msg_775265;msg_385840;msg_923483;18107764-8220-1698-8595-558016034726;84449280-9556-8316-6088-947550247404;70029371-4531-5946-6906-625100093333;75134546-7061-2309-2244-662192556140;54884865-5175-7989-2821-885161056064;68957723-8836-2207-4135-911192099532;23176088-6987-7433-1767-616694788593;47266790-1807-9957-4614-488058548983;96808757-4359-3572-4697-210373116309;42401436-3504-9116-8624-894014984020;16727905-9487-7257-6160-146078196589;28425405-8927-1790-6629-772359606354;63133855-1946-6195-6452-382052236760;93008574-8715-5929-4299-643270240200;59714005-6167-6568-6363-473895731182;99542576-3630-1399-5134-353172430550
gemini-2.0-flash-lite-001,TRUE,11,EcoBloom Summer Campaign - Final Design Review and Submission,16,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,41721501-9617-7919-8111-460966434710;64346561-5195-1536-2739-342638234120;39622808-8250-4693-9684-140957719435;msg_698680;40366331-3969-8319-4942-111889028986;64731515-3185-6939-2340-459399551595;86764646-6885-3140-5654-344529880642;msg_312518;93877395-1951-2166-1612-856511035991;msg_458647;12133461-9193-1384-1778-713022409199;msg_220953;56671833-2457-8186-1186-500587578106;64322650-4736-4195-6970-432065631518;18823118-4283-5313-3623-466556110009;36685967-4935-1962-1752-791780386994
gemini-2.0-flash-lite-001,TRUE,12,FitFusion Rebrand - Brand Guidelines Development and Legal Review,22,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,39488767-5240-2757-6475-111980755347;42075769-4556-2495-3802-581382233765;93225393-4999-1885-1033-173779847028;msg_264787;msg_450032;msg_683514;msg_235289;msg_451232;msg_293770;msg_848706;msg_290333;79697162-5781-8271-8557-238888314616;20650223-8213-3771-9700-391340843732;msg_472442;msg_646380;72826846-3352-2288-9577-409532995483;35445744-2887-8064-5750-501581265512;70892943-1026-3377-1738-353907248485;msg_673435;47999640-9369-7095-2830-304960995199;51444861-1052-6585-3073-837880473956;msg_799235
gemini-2.0-flash-lite-001,TRUE,13,TechNova Product Launch - Product Description Development and Compliance Review,22,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,msg_203275;83021584-4781-8830-6927-346936331974;61703311-5066-9018-4424-484669985545;msg_483044;msg_365521;msg_650458;msg_654052;73642193-3344-7173-6439-623865541415;msg_914171;51010419-3118-2635-4807-664711425513;65678997-8176-8905-6214-394815569261;36063375-7793-3059-2429-260454386943;41422729-1400-1761-4292-981053491220;39741467-5984-2365-5359-673956219884;98636605-7828-9217-8987-979199326993;22235862-6438-7709-6564-907406550514;42189538-1419-9334-7067-903049429515;msg_565915;msg_740615;82151751-6154-4658-2450-894810621237;21840943-1185-2190-1544-569908407956;88224002-9729-1418-6434-688651620526
gemini-2.0-flash-lite-001,TRUE,14,GreenScape Sustainability Report - Data Visualization Development and Review,22,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,msg_463497;36215913-8661-2098-1277-615634846784;95867786-1540-1003-1512-780851688243;53470438-8878-3093-2209-883410503605;55755264-1917-2000-7838-473785884167;97974891-1840-9858-3833-517028359032;msg_156351;37475964-1021-2311-5678-634993962746;29051974-9553-9248-5423-913455617030;msg_341526;82485820-1766-6585-2254-569984989202;93391457-8279-8786-8765-473541707949;74861776-1103-4042-1461-142129622509;68967387-3543-9398-5964-492702020441;44709807-7887-9585-8879-406131120920;25696244-9981-8698-9058-609899399439;12621563-3535-1375-1109-365716327329;14733245-1367-7529-9300-661183002895;93198346-9429-1291-4702-413508416215;msg_666209;msg_690329;msg_620968
gemini-2.0-flash-lite-001,TRUE,15,UrbanEdge Market Research - Development and Compliance Review,22,Devon; Sam; Leah; Jordan,15,300,13.81,25474,2715,7.5e-05,0.0003,9.667068714746887e-11,2.72505e-06,69194533-2842-5022-7216-943395296555;70076101-5174-6207-4435-283291054323;18775081-8503-9693-9958-471092824308;76817607-7450-3166-3222-488781717869;93678169-3618-8644-2615-156757554130;69207347-1668-8971-4436-370632920260;87428872-1610-1401-8133-732904129400;68671138-1983-9885-3089-669132674936;82266531-8560-5703-6118-449533189863;msg_285304;msg_701764;msg_831563;msg_304232;msg_250048;81709968-3696-4207-3968-209729171865;msg_406706;msg_386301;19583135-9061-2963-6829-919587633116;54289789-3253-2870-7723-719539075576;25918446-7585-2953-4869-757417660780;40173524-9963-6188-8582-333069122227;55671882-6240-1899-7961-334809407608
gemini-2.5-flash-lite,TRUE,1,EcoBloom Summer Campaign Planning and Execution,29,Devon; Sam; Leah; Jordan,6,263,6.1,25689,2109,7.5e-05,0.0003,9.207047269587739e-11,2.5593749999999995e-06,msg_818347;42824629-9797-2936-4697-127639183330;84314754-1557-4020-2248-325136226942;82447421-4150-2540-6012-273325842513;msg_526522;64053049-3819-2694-3896-708339270341;62655544-1586-3905-7081-628260166040;msg_941519;msg_776528;51038748-9681-6090-3682-977511239373;msg_609957;16067006-2454-4681-7907-146875913267;45806081-1036-9648-8343-535979269465;msg_623557;msg_869468;72001064-3381-4621-7547-116233959748;47784759-7551-1297-2897-202842755930;91008411-3957-4127-4738-905542057377;msg_851293;67783286-4966-1262-8467-916239988548;52136957-8571-3669-8629-115923247394;msg_623220;82575535-6082-8880-8225-249282031487;79545445-8443-5870-3549-414597439036;59625124-6430-3040-6239-103906134666;msg_354402;74514379-1926-9106-2982-450356654380;45943177-8719-9041-3850-300014186428;msg_508933
gemini-2.5-flash-lite,TRUE,2,FitFusion Rebranding Project Management,60,Devon; Sam; Leah; Jordan,6,263,6.1,25689,2109,7.5e-05,0.0003,9.207047269587739e-11,2.5593749999999995e-06,msg_326810;68006611-4969-5031-1358-538953861785;msg_217754;57859147-2603-2200-6987-383101448144;msg_261266;22870597-1650-6959-8289-875435975892;21205529-4195-9777-5893-576428844537;msg_637146;91475469-9279-1324-4118-767256632539;52064784-6658-4002-2377-833105140501;40133280-2389-8753-6375-708559316987;94323474-5486-6705-6801-904866095506;72284418-1672-3372-8550-971153490126;msg_735073;95917190-5837-2849-5381-305280117352;89796174-6989-9981-9690-850302104371;msg_387522;11571414-2331-5877-7418-519275146139;92053372-5596-1860-4653-255295779012;69668201-7530-3397-7337-122812339645;msg_854027;55595240-9851-2881-3005-325194148970;19908203-9180-4380-4452-420520649787;90676131-2557-3169-3925-590071427577;77392760-8659-4587-2201-887282201207;msg_836026;62050276-5497-2781-5327-712611184800;msg_664995;26167376-2399-3468-5006-797899286162;58279024-6639-8331-7204-814513413197;61920749-8452-1060-7727-248132406843;15828419-7742-1403-9481-303738663749;msg_417597;msg_707939;89373767-8819-7290-3207-793002856580;41131474-4109-3569-1028-518149409814;98249933-2300-1730-4662-488313457894;78492103-8289-9238-6643-774690018049;28397564-6219-7736-3435-940089568538;82611714-8738-2638-4911-320826347823;msg_120402;msg_825671;38338767-1801-6700-4597-467732151700;70421166-6213-5328-7771-886933309686;msg_852938;msg_457311;98226994-5083-7145-9600-758602640544;95548759-3006-3127-4493-136739682616;71397465-5614-4509-2007-127575176941;40921800-1845-6336-8433-437893388493;80742188-2925-6363-8006-943610979365;85250090-9805-8117-7087-546461254743;56945705-5305-3244-3182-304724638107;20799990-7923-9447-7596-748611363444;10946725-2179-5165-8773-929978641338;40265845-9895-9125-2877-213775646404;72396969-7570-8442-8058-529573887961;msg_849639;msg_783177;msg_938305
gemini-2.5-flash-lite,TRUE,3,TechNova Product Launch Campaign and Budget,46,Devon; Sam; Leah; Jordan,6,263,6.1,25689,2109,7.5e-05,0.0003,9.207047269587739e-11,2.5593749999999995e-06,22167269-5094-9067-5781-103149625380;msg_132330;68780850-5290-7932-6688-590981941618;58885718-8602-1323-6557-687731912524;94370848-6834-2873-5691-185151625619;msg_349582;29297659-9834-7343-7255-438181428331;msg_345209;msg_605128;msg_837810;71948676-7109-6108-5086-258330173249;msg_365405;80958888-6428-4337-1902-798642880445;67260247-1016-4115-6369-210601744136;23404718-6702-3606-3448-795035453102;msg_399122;11686418-2502-5044-7820-422199770831;27537062-5342-7667-1928-513340258677;65014337-9928-9072-8031-622279743907;38487832-1820-2486-9463-743437881893;msg_709745;75831589-9238-3672-1644-708777784189;80743520-5794-1644-9158-290391449961;86215734-2301-8027-6930-784783484739;98529821-3518-7426-5644-280706807175;27062120-3718-7220-1802-400720886707;msg_349323;30474530-9070-7252-9973-371080860445;66348883-6902-9887-4347-349417745932;86763370-9957-8697-6855-391117081069;73219877-7842-9059-9447-686559320008;msg_678966;91915551-6757-5235-6787-108544556556;74472438-9647-2136-7390-433868866286;91187145-6250-8154-3642-883041605379;80591219-3828-5056-1539-395564111162;38683417-5060-6446-7332-968578564843;msg_240125;90313150-6259-6161-1161-368546828092;msg_918944;83287578-1183-9639-8579-585038860341;46435346-6860-5030-9145-442102444074;msg_133285;40000648-5260-8735-8114-129334183033;83640599-4406-4029-1697-307113419256;94870571-3524-9952-4181-569588210884
gemini-2.5-flash-lite,TRUE,4,GreenScape Sustainability Report and Data Visualizations,66,Devon; Sam; Leah; Jordan,6,263,6.1,25689,2109,7.5e-05,0.0003,9.207047269587739e-11,2.5593749999999995e-06,msg_118600;msg_664064;75264930-3619-8321-1952-522612666183;msg_494473;51072414-1935-2361-7599-558319045565;42125565-4978-5301-1935-165684183509;13393460-7641-8368-5663-386271674569;84300272-4218-4511-2681-447284874157;72577090-8837-7129-8774-589479224186;24723632-6305-9197-3968-478149232053;53094459-3217-7072-3625-949223293781;87765091-7718-6842-9128-254439946973;44840782-9311-6460-8775-302543537071;85084453-6151-2265-2182-525675628170;msg_593822;msg_145885;56845027-1075-3813-5343-970841628038;msg_917804;10862630-3416-3337-2342-540192752291;37154720-1668-4960-6341-590383676055;29447327-6504-7675-3970-540036554921;72628639-4044-4937-9046-607395864877;92814750-5242-3903-8322-235985734571;msg_708303;47182672-7932-6709-9045-656240897231;20203287-5815-4092-7299-537544608035;47348246-4679-1690-9554-985381102719;msg_451383;msg_724406;msg_827815;msg_990849;51742412-5235-2917-7902-666902436178;msg_481514;msg_531757;88732127-5547-2911-1006-333557618230;msg_912696;28265469-1251-5787-3014-757385722824;msg_674847;32432196-8789-4564-1957-880482052811;msg_560980;msg_239314;64428973-6301-9372-4141-120139165554;94564229-8874-4946-9601-226504763496;msg_406678;19379774-3662-4049-4509-149667970675;55596364-9174-6894-5334-545143313981;msg_359344;47699453-2744-3356-5374-447777115366;msg_575445;58005106-7614-8285-6937-703983251463;94485260-1489-7655-4831-302232582650;95173129-1962-2325-3000-696141060564;61829675-4888-9701-9549-488177422431;msg_144674;75714645-8912-1263-5836-434592708325;msg_317237;19679876-7984-2641-1715-822362640209;84668819-5174-4063-7082-702443357670;76404596-8025-6998-3094-709434470483;msg_692743;msg_977343;95825841-7822-2722-3363-110368292859;90260774-4223-5146-9288-838255727458;msg_970349;msg_104396;46854975-7650-2676-4223-922540064681
gemini-2.5-flash-lite,TRUE,5,UrbanEdge Social Media Strategy and Market Research,37,Devon; Sam; Leah; Jordan,6,263,6.1,25689,2109,7.5e-05,0.0003,9.207047269587739e-11,2.5593749999999995e-06,32828163-8633-9795-4438-752880089625;13989886-2239-1124-4697-490444130718;22494002-3485-7793-1534-840235671451;46295479-7556-7708-8445-446213443470;msg_599791;msg_144184;msg_703040;msg_263888;14439653-9280-4924-9533-238012304625;msg_274860;32741142-8122-3325-8814-620603384438;msg_496540;43537277-5177-5712-4918-473922144433;97810563-2138-5964-9780-469309430253;47505694-6970-7164-9919-193841369457;54311517-6274-4651-6589-105198336135;msg_794175;msg_652775;35013620-3944-2078-2652-276136385784;msg_489054;10328125-3917-2678-6696-635476251088;msg_833675;99594460-4174-5478-3565-957658060216;msg_722777;17455758-6089-2962-3429-831870436798;81799368-4350-8222-3807-128642830261;46527150-5679-7457-8145-835862110384;53054716-3000-9516-4245-863150362520;40712487-4306-4537-8849-969919685764;11494188-9757-8053-3369-259498221919;msg_734366;msg_506645;msg_374039;96390661-3076-4789-2195-540357572814;78444484-3907-5000-2900-593589710301;74099845-7674-6335-4943-884526955805;msg_858362
gemini-2.5-flash-lite,TRUE,6,Q3 Content Calendar Development,25,Devon; Leah; Sam; Jordan,6,263,6.1,25689,2109,7.5e-05,0.0003,9.207047269587739e-11,2.5593749999999995e-06,24895936-3390-2960-2761-220193305662;16752814-8617-2502-7919-550224125021;20747674-2624-9337-5129-856881945254;msg_583490;70657969-9525-4830-6768-508312490159;71434680-6399-3042-6478-891555166702;89542849-4309-7546-2317-124984623033;msg_897259;61995382-3517-8103-7234-768859430803;66227691-8610-4082-3593-217690637800;msg_765770;msg_969834;59226166-8871-2379-1502-196907580402;72095862-4260-6541-2068-129588350212;msg_720802;msg_984200;72190647-5563-4688-8931-392108542565;65419024-3500-5855-9586-290560911309;msg_230681;56443967-5648-7797-5450-298478579256;84333604-5077-3292-4293-441849873021;46423394-6833-4750-8264-668405989397;msg_146064;67200696-8347-1438-6685-924247746432;89085785-5651-7550-8773-156271137207
gemini-2.5-pro,TRUE,1,"EcoBloom Summer Campaign: Planning, Revisions, and Final Submission",44,Devon; Sam; Leah; Jordan,6,300,43.39,25689,2107,0.00125,0.005,1.5342585264066773e-09,4.264625e-05,23474408-4517-8195-8353-599915922560;27581656-6838-8108-4318-343951450184;msg_625422;msg_666554;88750760-7824-4441-4173-171028898765;43155437-6753-6139-2665-887304266701;41111667-4158-2874-3945-989038165131;42464653-2202-5058-2805-779466050354;50395370-4338-2659-6149-753820195321;msg_539922;61716160-9030-6380-1627-657052551518;41276868-9414-2685-4595-930848470109;83979846-2257-5924-5153-688604119069;30233628-9070-3189-8908-928853578495;86346194-9365-2072-2285-414622365234;79630118-9429-8416-8372-145801575139;26310689-3227-5902-1216-404669807928;58005085-5027-6763-8611-217579350556;63356770-1492-9349-8687-437126471506;73903259-6524-1556-7257-110514884310;33959607-2404-1760-9988-534465598956;35140148-7942-4330-2425-229333837092;msg_745572;msg_189901;51207988-2725-3706-1883-331821531913;76115083-5114-1968-2725-297349516806;31225559-2585-8296-2222-321893276667;52243934-5914-1533-9345-175970784312;79661917-6845-4422-8081-476592253169;67483551-5058-2028-8189-894048291077;90778207-6303-7685-3994-924666157592;54352723-7342-8603-2773-618731342774;24047602-1793-8526-3404-621709658104;42569313-3036-3672-6041-370235197237;62954633-6536-4963-6236-887051043929;77933566-4333-8063-3569-626034959995;27770327-1310-9359-4285-469301825738;msg_466658;msg_635562;70783832-5166-2819-3079-702076263037;msg_320362;25488774-9570-2151-9028-930345529025;16516384-4116-4327-4274-530011623509;46301637-5579-4735-7730-883459926774
gemini-2.5-pro,TRUE,2,"FitFusion Rebranding Project: Kickoff, Legal Review, and Brand Guidelines",60,Devon; Sam; Leah; Jordan,6,300,43.39,25689,2107,0.00125,0.005,1.5342585264066773e-09,4.264625e-05,11005404-2874-1766-4929-763303427790;59858760-6272-7496-1149-147142153949;msg_515161;37063664-5160-7997-1445-913198683017;msg_366221;msg_813251;msg_128322;99886540-8703-2213-7038-855492887815;51738154-9145-5087-7546-878680738341;16477908-2634-5459-6979-740613118116;86892275-6795-9949-5478-500769160237;75995410-8814-1508-7601-913396023591;msg_496665;msg_444301;73623616-7942-4553-6644-422448758112;55667894-6298-3472-1036-458325235921;33797148-5239-8208-3028-620617509534;msg_827317;41142313-7017-1529-3278-545255105674;msg_541688;95798339-5528-1336-6163-334639757766;47472028-4733-7105-5199-301796124633;msg_651067;msg_362785;msg_942244;92079917-4762-1896-9199-808714630042;95818195-8046-6779-1376-966304429745;msg_879887;msg_946862;58266353-1820-7428-9699-573041213800;74560345-7812-3639-1035-664312360193;39291821-2237-4291-6249-676616737387;99379358-9028-7906-2853-707118403581;50272668-9349-5176-2156-837829385141;33619019-7160-8806-7922-807453392064;msg_736143;msg_794863;39909767-6443-2419-6763-282586233996;msg_208280;28367850-8410-6601-1270-119018065398;78732709-9262-1983-4214-850604184284;35353408-1779-3017-9294-695331452998;94389822-9033-6556-9601-983665262580;msg_346595;msg_202534;97184322-2761-9244-9039-234394109682;68642250-9412-9878-7731-725526024686;32713579-5651-1690-8819-480053270853;msg_217921;93746073-3312-5649-2621-541963369081;36224508-2728-5371-6016-397656667370;msg_249462;67882105-8700-9042-5007-950206313392;57393729-6857-9244-1645-813528138600;msg_511982;54688482-9820-6591-2036-425928779404;22597766-7763-5386-4375-356275469406;68956818-7180-1776-2355-421299345189;81165178-1759-1668-8411-932514777977;59224118-2369-5551-2340-152174212942
