gemini-2.0-flash,Unknown,True,9,9,TechNova Product Launch - Budget Finalization,31,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,TechNova Launch,Budget Planning,4,15.61,0.000013,0.000124,0.62,0.45,128.06
gemini-2.0-flash,Unknown,True,9,10,GreenScape Sustainability Report - Deadline Extension Approval and Timeline Adjustments,29,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,GreenScape Report,Sustainability,4,15.61,0.000013,0.000133,0.58,0.55,128.06
gemini-2.0-flash,Unknown,True,9,11,EcoBloom Summer Campaign - Final Design Approval and Submission,16,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,EcoBloom Campaign,Final Design,4,15.61,0.000013,0.000240,0.32,0.8,128.06
gemini-2.0-flash,Unknown,True,9,12,FitFusion Rebranding - Brand Guidelines Development and Approval,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,FitFusion Rebranding,Rebranding,4,15.61,0.000013,0.000175,0.44,0.9,128.06
gemini-2.0-flash,Unknown,True,9,13,TechNova Product Launch - Product Description Development and Compliance Review,22,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,TechNova Launch,Legal Review,4,15.61,0.000013,0.000175,0.44,0.9,128.06
gemini-2.0-flash,Unknown,True,9,14,GreenScape Sustainability Report - Data Visualization Development and Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,GreenScape Report,Legal Review,4,15.61,0.000013,0.000175,0.44,0.9,128.06
gemini-2.0-flash,Unknown,True,9,15,UrbanEdge Market Expansion - Market Research and Compliance Review,22,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,19.22,0.003843,28714,25474,3240,5e-07,0.000000,0.000000,0.000000,0.003843,0.85,0.90,UrbanEdge Strategy,Legal Review,4,15.61,0.000013,0.000175,0.44,0.9,128.06
gemini-2.0-flash-001,Unknown,True,8,1,EcoBloom Summer Campaign - Initial Planning and Timeline,13,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,EcoBloom Campaign,Planning,4,16.79,0.000013,0.000296,0.26,0.65,133.93
gemini-2.0-flash-001,Unknown,True,8,2,FitFusion Rebranding Project - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,FitFusion Rebranding,Planning,4,16.79,0.000013,0.000256,0.3,0.75,133.93
gemini-2.0-flash-001,Unknown,True,8,3,TechNova Product Launch Campaign - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,TechNova Launch,Planning,4,16.79,0.000013,0.000256,0.3,0.75,133.93
gemini-2.0-flash-001,Unknown,True,8,4,GreenScape Sustainability Report - Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,GreenScape Report,Planning,4,16.79,0.000013,0.000256,0.3,0.75,133.93
gemini-2.0-flash-001,Unknown,True,8,5,UrbanEdge Social Media Strategy - Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,UrbanEdge Strategy,Planning,4,16.79,0.000013,0.000256,0.3,0.75,133.93
gemini-2.0-flash-001,Unknown,True,8,6,EcoBloom Summer Campaign - Design Revisions Based on Client Feedback,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,EcoBloom Campaign,Revisions,4,16.79,0.000013,0.000256,0.3,0.75,133.93
gemini-2.0-flash-001,Unknown,True,8,7,FitFusion Rebranding - Legal Review and Tagline Approval,23,Jordan; Devon; Sam; Leah,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,FitFusion Rebranding,Legal Review,4,16.79,0.000013,0.000167,0.46,0.85,133.93
gemini-2.0-flash-001,Unknown,True,8,8,Q3 Content Calendar Development and Finalization,25,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,Q3 Content Calendar,Final Design,4,16.79,0.000013,0.000154,0.5,0.75,133.93
gemini-2.0-flash-001,Unknown,True,8,9,TechNova Product Launch - Budget Finalization,31,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,TechNova Launch,Budget Planning,4,16.79,0.000013,0.000124,0.62,0.45,133.93
gemini-2.0-flash-001,Unknown,True,8,10,GreenScape Sustainability Report - Deadline Extension,29,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,GreenScape Report,Sustainability,4,16.79,0.000013,0.000132,0.58,0.55,133.93
gemini-2.0-flash-001,Unknown,True,8,11,EcoBloom Summer Campaign - Final Design Approval and Submission,16,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,EcoBloom Campaign,Final Design,4,16.79,0.000013,0.000240,0.32,0.8,133.93
gemini-2.0-flash-001,Unknown,True,8,12,FitFusion Rebranding - Brand Guidelines Development and Approval,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,FitFusion Rebranding,Rebranding,4,16.79,0.000013,0.000175,0.44,0.9,133.93
gemini-2.0-flash-001,Unknown,True,8,13,TechNova Product Launch - Product Description Finalization and Approval,22,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,TechNova Launch,Final Design,4,16.79,0.000013,0.000175,0.44,0.9,133.93
gemini-2.0-flash-001,Unknown,True,8,14,GreenScape Sustainability Report - Data Visualization Development and Approval,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,GreenScape Report,Sustainability,4,16.79,0.000013,0.000175,0.44,0.9,133.93
gemini-2.0-flash-001,Unknown,True,8,15,UrbanEdge Market Expansion - Market Research and Compliance Review,22,Devon; Leah; Sam; Jordan,100.0,15,20.0,31,13,300,17.87,0.003842,28710,25474,3236,5e-07,0.000000,0.000000,0.000000,0.003842,0.85,0.90,UrbanEdge Strategy,Legal Review,4,16.79,0.000013,0.000175,0.44,0.9,133.93
gemini-2.0-flash-lite,Unknown,True,4,1,"EcoBloom Summer Campaign - Initial Planning, Timelines, and Contract Review",13,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,EcoBloom Campaign,Planning,4,21.2,0.000009,0.000210,0.26,0.65,155.98
gemini-2.0-flash-lite,Unknown,True,4,2,"FitFusion Rebranding Project - Initial Planning, Timelines, and Contract Review",15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,FitFusion Rebranding,Planning,4,21.2,0.000009,0.000182,0.3,0.75,155.98
gemini-2.0-flash-lite,Unknown,True,4,3,"TechNova Product Launch - Initial Planning, Timelines, and Agreement Review",15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,TechNova Launch,Planning,4,21.2,0.000009,0.000182,0.3,0.75,155.98
gemini-2.0-flash-lite,Unknown,True,4,4,"GreenScape Sustainability Report - Initial Planning, Requirements, and Timeline",15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,GreenScape Report,Planning,4,21.2,0.000009,0.000182,0.3,0.75,155.98
gemini-2.0-flash-lite,Unknown,True,4,5,"UrbanEdge Social Media Strategy - Initial Planning, Requirements, and Timeline",15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,UrbanEdge Strategy,Planning,4,21.2,0.000009,0.000182,0.3,0.75,155.98
gemini-2.0-flash-lite,Unknown,True,4,6,EcoBloom Summer Campaign - Design Revisions and Legal Review,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,EcoBloom Campaign,Legal Review,4,21.2,0.000009,0.000182,0.3,0.75,155.98
gemini-2.0-flash-lite,Unknown,True,4,7,FitFusion Rebrand - Trademark Review and Tagline Selection,23,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,FitFusion Rebranding,Legal Review,4,21.2,0.000009,0.000119,0.46,0.85,155.98
gemini-2.0-flash-lite,Unknown,True,4,8,Q3 Content Calendar Development and Finalization,25,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,Q3 Content Calendar,Final Design,4,21.2,0.000009,0.000109,0.5,0.75,155.98
gemini-2.0-flash-lite,Unknown,True,4,9,TechNova Product Launch - Budget Development and Finalization,31,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,TechNova Launch,Budget Planning,4,21.2,0.000009,0.000088,0.62,0.45,155.98
gemini-2.0-flash-lite,Unknown,True,4,10,GreenScape Sustainability Report - Deadline Extension and Impact on Other Projects,29,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,GreenScape Report,Sustainability,4,21.2,0.000009,0.000094,0.58,0.55,155.98
gemini-2.0-flash-lite,Unknown,True,4,11,EcoBloom Summer Campaign - Final Design Review and Client Submission,16,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,EcoBloom Campaign,Legal Review,4,21.2,0.000009,0.000171,0.32,0.8,155.98
gemini-2.0-flash-lite,Unknown,True,4,12,FitFusion Rebrand - Brand Guidelines Development and Legal Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,FitFusion Rebranding,Legal Review,4,21.2,0.000009,0.000124,0.44,0.9,155.98
gemini-2.0-flash-lite,Unknown,True,4,13,TechNova Product Launch - Product Description Development and Compliance Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,TechNova Launch,Legal Review,4,21.2,0.000009,0.000124,0.44,0.9,155.98
gemini-2.0-flash-lite,Unknown,True,4,14,GreenScape Sustainability Report - Data Visualization Development and Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,GreenScape Report,Legal Review,4,21.2,0.000009,0.000124,0.44,0.9,155.98
gemini-2.0-flash-lite,Unknown,True,4,15,UrbanEdge Market Research - Development and Compliance Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,14.15,0.002733,28214,25474,2740,5e-07,0.000000,0.000000,0.000000,0.002733,0.85,0.90,UrbanEdge Strategy,Legal Review,4,21.2,0.000009,0.000124,0.44,0.9,155.98
gemini-2.0-flash-lite-001,Unknown,True,3,1,EcoBloom Summer Campaign - Initial Planning and Timeline,13,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,EcoBloom Campaign,Planning,4,21.72,0.000009,0.000210,0.26,0.65,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,2,FitFusion Rebranding Project - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,FitFusion Rebranding,Planning,4,21.72,0.000009,0.000182,0.3,0.75,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,3,TechNova Product Launch - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,TechNova Launch,Planning,4,21.72,0.000009,0.000182,0.3,0.75,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,4,GreenScape Sustainability Report - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,GreenScape Report,Planning,4,21.72,0.000009,0.000182,0.3,0.75,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,5,UrbanEdge Social Media Strategy - Initial Planning and Timeline,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,UrbanEdge Strategy,Planning,4,21.72,0.000009,0.000182,0.3,0.75,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,6,EcoBloom Summer Campaign - Design Revisions and Feedback,15,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,EcoBloom Campaign,Revisions,4,21.72,0.000009,0.000182,0.3,0.75,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,7,FitFusion Rebrand - Trademark Review and Tagline Selection,23,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,FitFusion Rebranding,Legal Review,4,21.72,0.000009,0.000118,0.46,0.85,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,8,Q3 Content Calendar Development and Finalization,25,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,Q3 Content Calendar,Final Design,4,21.72,0.000009,0.000109,0.5,0.75,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,9,TechNova Product Launch - Budget Development and Finalization,31,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,TechNova Launch,Budget Planning,4,21.72,0.000009,0.000088,0.62,0.45,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,10,GreenScape Sustainability Report - Deadline Extension and Project Adjustments,29,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,GreenScape Report,Sustainability,4,21.72,0.000009,0.000094,0.58,0.55,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,11,EcoBloom Summer Campaign - Final Design Review and Submission,16,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,EcoBloom Campaign,Legal Review,4,21.72,0.000009,0.000170,0.32,0.8,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,12,FitFusion Rebrand - Brand Guidelines Development and Legal Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,FitFusion Rebranding,Legal Review,4,21.72,0.000009,0.000124,0.44,0.9,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,13,TechNova Product Launch - Product Description Development and Compliance Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,TechNova Launch,Legal Review,4,21.72,0.000009,0.000124,0.44,0.9,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,14,GreenScape Sustainability Report - Data Visualization Development and Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,GreenScape Report,Legal Review,4,21.72,0.000009,0.000124,0.44,0.9,158.62
gemini-2.0-flash-lite-001,Unknown,True,3,15,UrbanEdge Market Research - Development and Compliance Review,22,Devon; Sam; Leah; Jordan,100.0,15,20.0,31,13,300,13.81,0.002725,28189,25474,2715,5e-07,0.000000,0.000000,0.000000,0.002725,0.85,0.90,UrbanEdge Strategy,Legal Review,4,21.72,0.000009,0.000124,0.44,0.9,158.62
gemini-2.5-flash-lite,Unknown,True,1,1,EcoBloom Summer Campaign Planning and Execution,29,Devon; Sam; Leah; Jordan,87.67,6,43.83,66,25,263,6.1,0.003413,27798,25689,2109,5e-07,0.000000,0.000000,0.000000,0.003413,0.85,0.90,EcoBloom Campaign,Planning,4,43.09,0.000013,0.000118,0.58,0.66,259.27
gemini-2.5-flash-lite,Unknown,True,1,2,FitFusion Rebranding Project Management,60,Devon; Sam; Leah; Jordan,87.67,6,43.83,66,25,263,6.1,0.003413,27798,25689,2109,5e-07,0.000000,0.000000,0.000000,0.003413,0.85,0.90,FitFusion Rebranding,Rebranding,4,43.09,0.000013,0.000057,1.2,0.63,259.27
gemini-2.5-flash-lite,Unknown,True,1,3,TechNova Product Launch Campaign and Budget,46,Devon; Sam; Leah; Jordan,87.67,6,43.83,66,25,263,6.1,0.003413,27798,25689,2109,5e-07,0.000000,0.000000,0.000000,0.003413,0.85,0.90,TechNova Launch,Budget Planning,4,43.09,0.000013,0.000074,0.92,0.95,259.27
gemini-2.5-flash-lite,Unknown,True,1,4,GreenScape Sustainability Report and Data Visualizations,66,Devon; Sam; Leah; Jordan,87.67,6,43.83,66,25,263,6.1,0.003413,27798,25689,2109,5e-07,0.000000,0.000000,0.000000,0.003413,0.85,0.90,GreenScape Report,Sustainability,4,43.09,0.000013,0.000052,1.32,0.49,259.27
gemini-2.5-flash-lite,Unknown,True,1,5,UrbanEdge Social Media Strategy and Market Research,37,Devon; Sam; Leah; Jordan,87.67,6,43.83,66,25,263,6.1,0.003413,27798,25689,2109,5e-07,0.000000,0.000000,0.000000,0.003413,0.85,0.90,UrbanEdge Strategy,Strategy,4,43.09,0.000013,0.000092,0.74,0.84,259.27
gemini-2.5-flash-lite,Unknown,True,1,6,Q3 Content Calendar Development,25,Devon; Leah; Sam; Jordan,87.67,6,43.83,66,25,263,6.1,0.003413,27798,25689,2109,5e-07,0.000000,0.000000,0.000000,0.003413,0.85,0.90,Q3 Content Calendar,Content Planning,4,43.09,0.000013,0.000137,0.5,0.57,259.27
gemini-2.5-pro,Unknown,True,15,1,"EcoBloom Summer Campaign: Planning, Revisions, and Final Submission",44,Devon; Sam; Leah; Jordan,100.0,6,50.0,68,25,300,43.39,0.053181,27796,25689,2107,5e-07,0.000001,0.000010,0.000002,0.053181,0.85,0.90,EcoBloom Campaign,Planning,4,6.91,0.000177,0.001209,0.88,0.88,84.57
gemini-2.5-pro,Unknown,True,15,2,"FitFusion Rebranding Project: Kickoff, Legal Review, and Brand Guidelines",60,Devon; Sam; Leah; Jordan,100.0,6,50.0,68,25,300,43.39,0.053181,27796,25689,2107,5e-07,0.000001,0.000010,0.000002,0.053181,0.85,0.90,FitFusion Rebranding,Planning,4,6.91,0.000177,0.000886,1.2,0.8,84.57
gemini-2.5-pro,Unknown,True,15,3,"TechNova Product Launch: Planning, Budgeting, and Product Descriptions",68,Devon; Sam; Leah; Jordan,100.0,6,50.0,68,25,300,43.39,0.053181,27796,25689,2107,5e-07,0.000001,0.000010,0.000002,0.053181,0.85,0.90,TechNova Launch,Planning,4,6.91,0.000177,0.000782,1.36,0.64,84.57
gemini-2.5-pro,Unknown,True,15,4,"GreenScape Sustainability Report: Planning, Deadline Extension, and Data Visualization",66,Devon; Leah; Sam; Jordan,100.0,6,50.0,68,25,300,43.39,0.053181,27796,25689,2107,5e-07,0.000001,0.000010,0.000002,0.053181,0.85,0.90,GreenScape Report,Planning,4,6.91,0.000177,0.000806,1.32,0.68,84.57
gemini-2.5-pro,Unknown,True,15,5,UrbanEdge Market Expansion: Social Media Strategy and Market Research,37,Devon; Leah; Sam; Jordan,100.0,6,50.0,68,25,300,43.39,0.053181,27796,25689,2107,5e-07,0.000001,0.000010,0.000002,0.053181,0.85,0.90,UrbanEdge Strategy,Strategy,4,6.91,0.000177,0.001437,0.74,0.74,84.57
gemini-2.5-pro,Unknown,True,15,6,Internal Q3 Content Calendar Planning,25,Devon; Leah; Sam; Jordan,100.0,6,50.0,68,25,300,43.39,0.053181,27796,25689,2107,5e-07,0.000001,0.000010,0.000002,0.053181,0.85,0.90,Q3 Content Calendar,Planning,4,6.91,0.000177,0.002127,0.5,0.5,84.57
gemma-3-12b-it,Unknown,True,18,1,EcoBloom Summer Campaign - Initial Planning & Deadlines,13,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,8.85,0.000000,7432,7432,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,9.71,0.0,0.0,0.26,0.000000,0.000000,0.0,0.0,0.0
gemma-3-12b-it,Unknown,True,18,2,FitFusion Rebranding Project - Kickoff & Timeline,15,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,8.85,0.000000,7432,7432,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,9.71,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
gemma-3-12b-it,Unknown,True,18,3,TechNova Product Launch - Strategy & Timeline,15,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,8.85,0.000000,7432,7432,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,9.71,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
gemma-3-12b-it,Unknown,True,18,4,GreenScape Sustainability Report - Client Collaboration,15,Devon; Leah; Sam; Jordan,28.67,6,14.33,15,13,86,8.85,0.000000,7432,7432,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,9.71,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
gemma-3-12b-it,Unknown,True,18,5,UrbanEdge Social Media Strategy - Development & Legal Review,15,Devon; Leah; Sam; Jordan,28.67,6,14.33,15,13,86,8.85,0.000000,7432,7432,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,9.71,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
gemma-3-12b-it,Unknown,True,18,6,EcoBloom Summer Campaign - Design Revisions & Client Feedback,13,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,8.85,0.000000,7432,7432,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,9.71,0.0,0.0,0.26,0.000000,0.000000,0.0,0.0,0.0
gemma-3-1b-it,Unknown,True,19,1,EcoBloom Summer Campaign Planning,5,Devon; Sam; Leah; Jordan,8.33,5,5.0,5,5,25,2.48,0.000000,7934,7432,502,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,10.06,0.0,0.0,0.1,0.000000,0.000000,0.0,0.0,0.0
gemma-3-1b-it,Unknown,True,19,2,UrbanEdge Social Media Strategy,5,Devon; Leah; Jordan,8.33,5,5.0,5,5,25,2.48,0.000000,7934,7432,502,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,10.06,0.0,0.0,0.1,0.000000,0.000000,0.0,0.0,0.0
gemma-3-1b-it,Unknown,True,19,3,TechNova Product Launch,5,Devon; Jordan,8.33,5,5.0,5,5,25,2.48,0.000000,7934,7432,502,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,10.06,0.0,0.0,0.1,0.000000,0.000000,0.0,0.0,0.0
gemma-3-1b-it,Unknown,True,19,4,EcoBloom Sustainability Report,5,Leah; Jordan,8.33,5,5.0,5,5,25,2.48,0.000000,7934,7432,502,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,10.06,0.0,0.0,0.1,0.000000,0.000000,0.0,0.0,0.0
gemma-3-1b-it,Unknown,True,19,5,FitFusion Brand Identity,5,Devon; Sam,8.33,5,5.0,5,5,25,2.48,0.000000,7934,7432,502,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,10.06,0.0,0.0,0.1,0.000000,0.000000,0.0,0.0,0.0
gemma-3-27b-it,Unknown,True,23,1,EcoBloom Summer Campaign - Initial Planning & Timelines,13,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,17.47,0.000000,7495,7495,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,4.92,0.0,0.0,0.26,0.000000,0.000000,0.0,0.0,0.0
gemma-3-27b-it,Unknown,True,23,2,FitFusion Rebranding Project - Initial Planning & Timelines,15,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,17.47,0.000000,7495,7495,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,4.92,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
gemma-3-27b-it,Unknown,True,23,3,TechNova Product Launch - Initial Planning & Timelines,15,Devon; Sam; Leah; Jordan,28.67,6,14.33,15,13,86,17.47,0.000000,7495,7495,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,4.92,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
gemma-3-27b-it,Unknown,True,23,4,GreenScape Sustainability Report - Planning & Execution,15,Devon; Leah; Sam; Jordan,28.67,6,14.33,15,13,86,17.47,0.000000,7495,7495,0,0.0,0.000000,0.000000,0.000000,0.000000,0.85,0.90,4.92,0.0,0.0,0.3,0.000000,0.000000,0.0,0.0,0.0
